Place,Cases,CasesLast14Days,AvgDailyPer100K,RelativeChange,TotalTested,TotalTestedLast14Days,TotalPositiveLast14Days,PctPositive,ChangePctPositivity,Date
Wales,5,0,0,No Change,586,78,0,0,No Change,2020-10-14
Warwick,0,0,0,No Change,264,21,0,0,No Change,2020-10-14
Wellfleet,8,0,0,No Change,1085,125,0,0,No Change,2020-10-14
Wendell,0,0,0,No Change,439,60,0,0,No Change,2020-10-14
Wenham,32,0,0,Lower,3787,521,0,0,Lower,2020-10-14
West Brookfield,26,0,0,No Change,2312,245,0,0,No Change,2020-10-14
West Stockbridge,8,0,0,No Change,590,65,0,0,No Change,2020-10-14
West Tisbury,16,0,0,Lower,1890,209,0,0,Lower,2020-10-14
Westhampton,10,0,0,No Change,405,43,0,0,No Change,2020-10-14
Williamsburg,17,0,0,No Change,1875,269,0,0,No Change,2020-10-14
Unknown,291,19,,*,109822,11832,20,,*,2020-10-14
Buckland,13,5,19.2,Higher,133,21,5,0.2381,Higher,2020-10-22
Middleton*,363,89,61.6,Lower,5896,1273,113,0.0888,Lower,2020-10-22
Lawrence,5611,567,45.9,Higher,65170,9175,752,0.082,Higher,2020-10-22
Revere,2997,230,27,Higher,44624,6238,292,0.0468,Higher,2020-10-22
Berkley,101,11,11.6,Higher,3059,395,17,0.043,Higher,2020-10-22
Everett,2525,159,23.4,Lower,34016,4580,197,0.043,Lower,2020-10-22
Lynn,5214,244,17.3,Higher,65011,7399,315,0.0426,Higher,2020-10-22
Chesterfield,8,,17.5,Higher,466,74,3,0.0405,Higher,2020-10-22
Methuen,1521,136,18.1,Higher,31691,4520,183,0.0405,Higher,2020-10-22
New Bedford,2954,181,13,Higher,50543,5687,229,0.0403,No Change,2020-10-22
Webster,363,49,20.4,Higher,10874,1596,63,0.0395,Higher,2020-10-22
Kingston,212,41,21.6,Lower,7372,1279,50,0.0391,No Change,2020-10-22
Chelsea,3826,150,28.4,Lower,39766,5043,185,0.0367,Higher,2020-10-22
Hanson,155,22,14.7,Higher,4733,778,28,0.036,Higher,2020-10-22
Rockland,377,32,12.7,Higher,7807,1039,37,0.0356,Higher,2020-10-22
Hanover,135,31,15.5,Higher,6341,1148,40,0.0348,Higher,2020-10-22
Millville,34,6,12.1,Higher,1184,173,6,0.0347,Higher,2020-10-22
Marlborough,1385,121,19.9,Lower,26756,3958,136,0.0344,No Change,2020-10-22
Acushnet,158,29,19.8,Higher,4397,849,29,0.0342,Higher,2020-10-22
Abington,323,32,12.7,No Change,7955,1176,38,0.0323,No Change,2020-10-22
Springfield,3979,260,11.7,Lower,91799,13267,414,0.0312,Lower,2020-10-22
Plymouth,869,94,10.8,Lower,28249,3759,115,0.0306,Lower,2020-10-22
Brockton,5094,202,14.7,Higher,62752,8417,250,0.0297,Higher,2020-10-22
Fall River,2315,131,10.5,Higher,51556,5642,167,0.0296,Higher,2020-10-22
Saugus,812,71,17.8,Higher,18250,2694,79,0.0293,Higher,2020-10-22
Chelmsford*,541,70,13.9,Higher,19881,3014,88,0.0292,Higher,2020-10-22
Lowell,3840,217,13.3,Lower,73917,9684,280,0.0289,Lower,2020-10-22
Pembroke,164,29,11.1,Higher,7403,1140,33,0.0289,Higher,2020-10-22
Wareham,278,24,7.2,Higher,8580,1002,29,0.0289,Higher,2020-10-22
Gloucester,382,77,19.2,Higher,13163,2953,84,0.0284,Higher,2020-10-22
Middleborough,360,32,8.5,Higher,11126,1387,39,0.0281,Higher,2020-10-22
Randolph,1141,61,12.7,Lower,21358,2782,78,0.028,Higher,2020-10-22
Framingham,2498,159,15.3,Lower,44800,7214,195,0.027,Lower,2020-10-22
Milford,811,38,9.3,Higher,16018,1870,50,0.0267,Higher,2020-10-22
Attleboro,958,78,12,Lower,20280,3203,85,0.0265,Lower,2020-10-22
Weymouth,986,82,10.4,Higher,26903,3638,96,0.0264,No Change,2020-10-22
Avon,97,7,11.4,Higher,2340,306,8,0.0261,Higher,2020-10-22
Wakefield,434,59,15.6,Higher,16954,2816,73,0.0259,Higher,2020-10-22
Seekonk,153,19,9.7,Higher,4898,774,20,0.0258,Higher,2020-10-22
Raynham,301,26,12.4,Higher,7324,1060,27,0.0255,Higher,2020-10-22
Russell,25,,11.4,No Change,690,119,3,0.0252,Lower,2020-10-22
Holyoke,1255,73,12.7,Lower,27652,3446,86,0.025,Lower,2020-10-22
Westport,164,21,9,Higher,7038,941,23,0.0244,Higher,2020-10-22
Marshfield,255,36,9.9,Higher,11021,1670,39,0.0234,No Change,2020-10-22
Rochester,57,8,10.1,Higher,2185,342,8,0.0234,Lower,2020-10-22
Clinton,341,18,9.1,Higher,7454,902,21,0.0233,Higher,2020-10-22
Chicopee,740,76,9.5,Higher,27660,4090,95,0.0232,Higher,2020-10-22
State,142941,8980,9.2,Higher,5366394,885959,11011,0.0231,Higher,2020-10-22
Nantucket,137,11,6.9,Lower,6954,751,17,0.0226,Lower,2020-10-22
Westfield,612,52,8.9,Higher,18768,2537,57,0.0225,Higher,2020-10-22
Ashland,347,30,11,Higher,10287,1537,34,0.0221,Higher,2020-10-22
Oxford,124,18,9.3,Higher,6027,867,19,0.0219,Higher,2020-10-22
Woburn,869,62,10.7,Lower,23171,3469,76,0.0219,No Change,2020-10-22
East Longmeadow,351,21,8.9,Lower,9520,1376,30,0.0218,Lower,2020-10-22
Hingham,395,39,11.7,Higher,13624,2432,53,0.0218,Higher,2020-10-22
Haverhill,1745,121,13.1,Lower,42349,7743,167,0.0216,Lower,2020-10-22
Malden,1713,108,11.4,Lower,42192,6391,136,0.0213,No Change,2020-10-22
East Bridgewater,239,16,7.7,Lower,6084,853,18,0.0211,Lower,2020-10-22
Lakeville,109,11,7,Higher,4757,686,14,0.0204,Higher,2020-10-22
Monson,78,10,8.5,Higher,3781,540,11,0.0204,Higher,2020-10-22
Hudson,307,28,9.5,Lower,10139,1630,33,0.0202,Lower,2020-10-22
Palmer,93,7,4.2,Higher,5380,791,16,0.0202,Higher,2020-10-22
West Springfield,499,28,6.8,Higher,13557,1790,36,0.0201,Higher,2020-10-22
Whitman,246,17,7.9,Higher,6645,955,19,0.0199,Higher,2020-10-22
Lynnfield,168,19,11.7,Higher,7177,1171,23,0.0196,Higher,2020-10-22
Tyngsborough,163,16,9.5,Higher,5795,818,16,0.0196,Higher,2020-10-22
Somerset,277,22,8.5,Higher,9148,1282,25,0.0195,Lower,2020-10-22
Pepperell,83,11,6.4,Lower,4524,619,12,0.0194,No Change,2020-10-22
Carver,94,12,7,No Change,4579,622,12,0.0193,Lower,2020-10-22
Dracut,609,31,6.9,Higher,18015,2381,45,0.0189,Higher,2020-10-22
Southbridge,242,15,6.4,Lower,8353,1061,20,0.0189,Lower,2020-10-22
Rehoboth,105,12,6.8,No Change,4160,690,13,0.0188,No Change,2020-10-22
Norwood,724,34,8.1,Higher,18569,2640,49,0.0186,Higher,2020-10-22
Westford,236,25,7.7,Higher,11733,1722,32,0.0186,Higher,2020-10-22
Winchendon,100,8,5.3,Higher,4426,539,10,0.0186,Higher,2020-10-22
Holbrook,253,11,7,Lower,5536,821,15,0.0183,Lower,2020-10-22
Salisbury,82,9,7.3,Higher,3689,546,10,0.0183,Higher,2020-10-22
Bellingham,184,13,5.2,Higher,6935,936,17,0.0182,Higher,2020-10-22
Holliston,123,18,9.3,Higher,7808,1212,22,0.0182,Higher,2020-10-22
Scituate,260,23,9.1,Higher,8857,1438,26,0.0181,Higher,2020-10-22
Mattapoisett,56,8,9.9,Higher,2723,448,8,0.0179,Lower,2020-10-22
Peabody,1289,60,7.7,Higher,31208,3908,70,0.0179,Higher,2020-10-22
Shrewsbury,483,53,9.6,Higher,21836,3405,61,0.0179,Higher,2020-10-22
Wrentham,275,20,12.7,Higher,8053,1305,23,0.0176,Higher,2020-10-22
Dighton,85,8,7.3,Higher,3222,462,8,0.0173,Higher,2020-10-22
Boxford,69,10,9.3,Higher,4090,662,11,0.0166,Higher,2020-10-22
Burlington,352,26,6.7,Higher,13216,1934,32,0.0165,Higher,2020-10-22
Fairhaven,309,24,10.7,Higher,9238,1576,26,0.0165,Lower,2020-10-22
Canton,418,36,11.1,Higher,15565,2323,38,0.0164,No Change,2020-10-22
Amesbury,223,15,6.4,No Change,7960,1101,18,0.0163,No Change,2020-10-22
Braintree,974,44,8,Higher,22967,3460,56,0.0162,Higher,2020-10-22
Littleton,132,9,6.6,Lower,5420,744,12,0.0161,Higher,2020-10-22
West Bridgewater,170,11,10.8,Higher,4612,691,11,0.0159,Higher,2020-10-22
Bernardston,11,,10.2,Higher,1144,190,3,0.0158,Higher,2020-10-22
Freetown,134,,2.4,Lower,3697,568,9,0.0158,Lower,2020-10-22
Leicester,204,14,8.9,Lower,6631,957,15,0.0157,Lower,2020-10-22
Georgetown,89,9,7.2,Higher,4051,641,10,0.0156,Higher,2020-10-22
Berlin,28,,4.5,Lower,1637,258,4,0.0155,Lower,2020-10-22
Mansfield,249,26,7.9,Higher,11620,1873,29,0.0155,Higher,2020-10-22
Wilmington,409,20,5.9,Higher,11485,1682,26,0.0155,Higher,2020-10-22
Franklin,243,34,7.2,Higher,14579,2205,34,0.0154,Higher,2020-10-22
Dartmouth,550,40,7.8,Lower,19778,3022,46,0.0152,Lower,2020-10-22
Duxbury,177,17,8,Higher,8516,1460,22,0.0151,Higher,2020-10-22
Billerica,730,41,6.7,No Change,21026,3062,46,0.015,No Change,2020-10-22
Ludlow,192,16,5.5,Higher,10617,1685,25,0.0148,Higher,2020-10-22
Southwick,77,6,4.4,No Change,4052,543,8,0.0147,Higher,2020-10-22
Brimfield,18,,5.8,Higher,1509,205,3,0.0146,Higher,2020-10-22
Swansea,197,12,5.4,Higher,6976,962,14,0.0146,Higher,2020-10-22
Quincy,1617,92,6.5,Lower,54975,8084,116,0.0143,No Change,2020-10-22
Sutton,85,7,5.6,No Change,4433,642,9,0.014,No Change,2020-10-22
Northfield,6,,7.2,Higher,1727,221,3,0.0136,Higher,2020-10-22
Winthrop,465,28,10.6,Lower,17475,2941,40,0.0136,Lower,2020-10-22
Auburn,289,17,7.4,Lower,9213,1333,18,0.0135,Lower,2020-10-22
Becket,17,,4,No Change,658,74,1,0.0135,No Change,2020-10-22
Millis,71,7,6.3,Lower,3841,593,8,0.0135,Lower,2020-10-22
Bolton,21,5,7.1,Higher,2905,449,6,0.0134,Higher,2020-10-22
Uxbridge,116,13,6,Lower,6095,981,13,0.0133,Lower,2020-10-22
Hull,89,5,3.6,Lower,4306,608,8,0.0132,No Change,2020-10-22
Agawam,587,26,6.5,Higher,17104,2072,27,0.013,Higher,2020-10-22
Bedford,295,12,5.8,Higher,12785,1308,17,0.013,Higher,2020-10-22
Barnstable,507,24,3.8,Lower,18614,2269,29,0.0128,No Change,2020-10-22
Douglas,64,7,5.3,Higher,3628,548,7,0.0128,Higher,2020-10-22
Holland,14,,5.6,Higher,1040,157,2,0.0127,Higher,2020-10-22
West Newbury,23,5,8.8,No Change,2196,393,5,0.0127,No Change,2020-10-22
Stow,40,7,6.9,Higher,3817,555,7,0.0126,Higher,2020-10-22
Fitchburg,935,28,4.7,Higher,22735,2564,32,0.0125,Higher,2020-10-22
Dennis,119,7,3.8,No Change,5078,643,8,0.0124,Higher,2020-10-22
Millbury,256,9,4.7,Lower,6681,893,11,0.0123,Lower,2020-10-22
North Brookfield,27,,3.1,No Change,1954,244,3,0.0123,No Change,2020-10-22
Leominster,832,30,5.3,Higher,22633,2711,33,0.0122,Higher,2020-10-22
Danvers,831,26,6.5,Higher,18349,2405,29,0.0121,Higher,2020-10-22
Taunton,1211,42,5.2,Lower,31057,3794,46,0.0121,Lower,2020-10-22
Stoneham,479,19,6.1,Lower,14622,2175,26,0.012,No Change,2020-10-22
North Attleborough,366,19,4.5,Lower,11848,1760,21,0.0119,No Change,2020-10-22
Lunenburg,85,7,4.8,Higher,4804,591,7,0.0118,Higher,2020-10-22
West Boylston,76,7,6.4,No Change,4080,592,7,0.0118,No Change,2020-10-22
Blackstone,83,6,4.7,Higher,3686,598,7,0.0117,No Change,2020-10-22
Walpole,334,20,5.5,Higher,14418,2130,25,0.0117,No Change,2020-10-22
Westwood,190,15,7.3,Higher,9136,1285,15,0.0117,Higher,2020-10-22
Townsend,50,6,4.7,Higher,3910,519,6,0.0116,Higher,2020-10-22
Newburyport,162,19,7.6,Higher,11544,1995,23,0.0115,Higher,2020-10-22
Cohasset,43,7,6.8,Higher,3466,613,7,0.0114,Higher,2020-10-22
Mendon,46,,4.9,Higher,2750,438,5,0.0114,Lower,2020-10-22
Norwell,152,8,5.3,Higher,5659,965,11,0.0114,Higher,2020-10-22
Foxborough,192,14,5.5,No Change,17447,2644,30,0.0113,Higher,2020-10-22
Westborough,418,16,6.1,Lower,11275,1772,20,0.0113,No Change,2020-10-22
Manchester,27,,5.8,No Change,2237,358,4,0.0112,Lower,2020-10-22
Granby,54,5,5.8,Higher,3343,548,6,0.0109,Higher,2020-10-22
Swampscott,185,16,8.3,Higher,9002,1486,16,0.0108,Higher,2020-10-22
Salem,901,37,5.9,Lower,31140,4496,48,0.0107,Lower,2020-10-22
Wilbraham,290,16,7.9,Lower,13304,2373,25,0.0105,Higher,2020-10-22
Nahant,51,,4.4,Higher,2021,290,3,0.0103,Higher,2020-10-22
Granville,13,0,0,Lower,669,98,1,0.0102,Lower,2020-10-22
Plainville,100,7,5.5,Higher,4171,690,7,0.0101,Lower,2020-10-22
Worcester,6846,325,12.1,Higher,226224,38220,385,0.0101,No Change,2020-10-22
Hopkinton,160,13,5.7,Higher,9314,1330,13,0.0098,Higher,2020-10-22
Natick,531,30,6,No Change,21428,3533,34,0.0096,No Change,2020-10-22
Medway,159,9,4.9,Lower,6662,1054,10,0.0095,Lower,2020-10-22
Milton*,443,45,11.2,Lower,28505,5299,50,0.0094,Lower,2020-10-22
Sturbridge,65,6,4.1,No Change,4262,640,6,0.0094,No Change,2020-10-22
Dalton,25,,3.3,Higher,2626,324,3,0.0093,Higher,2020-10-22
Groveland,56,,3.1,Lower,3193,540,5,0.0093,Lower,2020-10-22
Ayer,159,5,4.4,No Change,7111,653,6,0.0092,Higher,2020-10-22
Northbridge,368,11,4.4,Lower,8508,1198,11,0.0092,Lower,2020-10-22
Ware,53,6,4.2,Higher,4702,658,6,0.0091,Higher,2020-10-22
Barre,71,,3.9,No Change,2475,335,3,0.009,Lower,2020-10-22
Stoughton,702,14,3.6,Lower,15153,1997,18,0.009,Lower,2020-10-22
Melrose,364,23,5.7,Higher,21242,3406,30,0.0088,Higher,2020-10-22
Tewksbury,711,24,5.6,Higher,21116,3297,29,0.0088,No Change,2020-10-22
Topsfield,129,5,6.1,Higher,4094,567,5,0.0088,Higher,2020-10-22
Halifax,76,,2.8,No Change,3260,465,4,0.0086,Higher,2020-10-22
Reading,368,17,4.4,Higher,14513,2091,18,0.0086,Higher,2020-10-22
Dedham,549,20,5.3,Higher,19205,2590,22,0.0085,No Change,2020-10-22
Rowley,75,,2.3,Higher,3306,473,4,0.0085,Lower,2020-10-22
Bridgewater*,446,22,5.5,Higher,19157,2880,24,0.0083,Higher,2020-10-22
Northborough,276,11,5.7,Lower,8845,1560,13,0.0083,Lower,2020-10-22
Sudbury,237,12,4.8,No Change,10312,1452,12,0.0083,No Change,2020-10-22
Hampden,109,,1.4,Lower,2794,488,4,0.0082,Lower,2020-10-22
Harwich,168,,2.3,Lower,5541,608,5,0.0082,Lower,2020-10-22
Marblehead,289,11,4.1,No Change,11098,1456,12,0.0082,No Change,2020-10-22
Boston,19507,1166,12,Higher,933870,173409,1394,0.008,No Change,2020-10-22
Gardner,227,9,3.2,Higher,12750,1273,10,0.0079,No Change,2020-10-22
Andover,427,26,5.2,Higher,24336,4296,33,0.0077,No Change,2020-10-22
Ipswich,98,5,2.7,Higher,6615,907,7,0.0077,Higher,2020-10-22
Southborough,74,9,6.6,Lower,7510,1557,12,0.0077,Lower,2020-10-22
Winchester,165,17,5.4,Higher,15031,2331,18,0.0077,Higher,2020-10-22
Charlton,128,7,3.6,Lower,7707,940,7,0.0074,Lower,2020-10-22
Huntington,20,,3.2,Higher,1001,136,1,0.0074,Higher,2020-10-22
North Reading,243,9,3.9,Lower,8907,1485,11,0.0074,Lower,2020-10-22
Watertown,485,23,5,Higher,23614,4035,30,0.0074,No Change,2020-10-22
Brewster,125,,2.9,Lower,4464,550,4,0.0073,Lower,2020-10-22
Mashpee,92,5,2.3,Higher,6978,819,6,0.0073,Higher,2020-10-22
Rockport,91,,3.3,No Change,2894,419,3,0.0072,Lower,2020-10-22
East Brookfield,14,,3.2,No Change,911,141,1,0.0071,Lower,2020-10-22
Harvard,25,,3.1,Higher,2873,422,3,0.0071,Higher,2020-10-22
Waltham,1602,130,13.9,Higher,87111,20488,145,0.0071,No Change,2020-10-22
Concord,209,8,3.1,No Change,13758,1750,12,0.0069,Higher,2020-10-22
Medfield,55,6,3.8,Higher,6706,1009,7,0.0069,Higher,2020-10-22
Southampton,41,,2.4,Lower,2915,435,3,0.0069,Lower,2020-10-22
Belchertown,155,9,4,Higher,9336,1611,11,0.0068,Higher,2020-10-22
Oak Bluffs,12,,2.8,No Change,2802,292,2,0.0068,No Change,2020-10-22
Ashby,19,,2.1,Higher,1182,150,1,0.0067,Higher,2020-10-22
Hatfield,22,,2.2,No Change,1871,300,2,0.0067,Higher,2020-10-22
Lancaster,119,,1.7,Higher,3823,447,3,0.0067,Higher,2020-10-22
Bourne,206,6,2,Lower,10509,1570,10,0.0064,Lower,2020-10-22
Lanesborough,9,,2.3,Higher,1202,157,1,0.0064,Higher,2020-10-22
Grafton,134,11,3.9,Higher,10655,1754,11,0.0063,Higher,2020-10-22
Plympton,15,0,0,Lower,1121,158,1,0.0063,Lower,2020-10-22
Sandwich,131,7,2.4,Lower,8220,1154,7,0.0061,Lower,2020-10-22
Sterling,137,,2.7,Higher,5222,662,4,0.006,Higher,2020-10-22
Weston,145,7,4.5,Higher,9042,1589,9,0.0057,Higher,2020-10-22
Upton,38,,2.4,No Change,3303,533,3,0.0056,No Change,2020-10-22
Rutland,71,,2.4,Lower,4677,721,4,0.0055,Lower,2020-10-22
Arlington,399,25,3.9,Higher,29079,5007,27,0.0054,Higher,2020-10-22
Brookfield,27,,2,No Change,1575,184,1,0.0054,No Change,2020-10-22
Dover,30,,4.1,Higher,3362,564,3,0.0053,Higher,2020-10-22
Medford,1333,64,7.5,Higher,72370,14596,77,0.0053,No Change,2020-10-22
Sherborn,27,,3.7,Higher,2297,377,2,0.0053,Higher,2020-10-22
Maynard,99,,1.4,Lower,5674,776,4,0.0052,Lower,2020-10-22
Tisbury,17,,3.4,No Change,5345,576,3,0.0052,Higher,2020-10-22
Easthampton,148,15,6.6,Higher,15621,2951,15,0.0051,Higher,2020-10-22
North Andover*,615,40,9.4,Lower,46488,9740,50,0.0051,Lower,2020-10-22
Shirley,187,,0.8,No Change,5127,404,2,0.005,Lower,2020-10-22
Eastham,17,,1.5,No Change,1663,203,1,0.0049,No Change,2020-10-22
Athol,96,,2.4,Lower,6233,856,4,0.0047,Lower,2020-10-22
Dunstable,11,,2.1,No Change,1309,214,1,0.0047,No Change,2020-10-22
Yarmouth,148,,1.2,No Change,9542,1110,5,0.0045,No Change,2020-10-22
Acton,211,7,2.1,Lower,12012,1601,7,0.0044,Lower,2020-10-22
Beverly,738,30,5.2,Higher,41245,7645,34,0.0044,Higher,2020-10-22
Sharon,199,7,2.7,Lower,10264,1628,7,0.0043,Lower,2020-10-22
Templeton,131,,1.6,Higher,4024,478,2,0.0042,Higher,2020-10-22
Belmont,282,11,2.9,Higher,17801,3160,13,0.0041,Higher,2020-10-22
Groton,59,5,3.1,Lower,7470,1215,5,0.0041,Lower,2020-10-22
Lexington,371,8,1.7,Lower,17128,2685,11,0.0041,Lower,2020-10-22
Merrimac,47,,1.1,Lower,3125,489,2,0.0041,Lower,2020-10-22
Westminster,43,,1,No Change,3552,484,2,0.0041,Lower,2020-10-22
Newbury,25,,3.2,Higher,3450,756,3,0.004,Higher,2020-10-22
Lee,24,,1.2,Lower,2380,257,1,0.0039,Lower,2020-10-22
Lincoln,53,,1.7,Higher,3824,515,2,0.0039,Higher,2020-10-22
Somerville,1390,91,8.5,Higher,118946,24435,95,0.0039,No Change,2020-10-22
Spencer,108,,1.2,Lower,5830,796,3,0.0038,Lower,2020-10-22
Holden,176,,1.5,Lower,11575,1621,6,0.0037,Lower,2020-10-22
Lenox,21,,1.5,No Change,2821,273,1,0.0037,No Change,2020-10-22
Falmouth,289,9,2.1,Lower,18140,2479,9,0.0036,Lower,2020-10-22
Orange,52,,1.8,Higher,3929,576,2,0.0035,Higher,2020-10-22
Newton*,1076,73,5.7,Higher,109243,24023,82,0.0034,No Change,2020-10-22
Hubbardston,11,,1.5,Lower,1947,302,1,0.0033,Lower,2020-10-22
Norton,210,17,6.1,Higher,27880,5842,19,0.0033,No Change,2020-10-22
Needham,417,9,2.2,Lower,22036,3786,12,0.0032,Lower,2020-10-22
Longmeadow,263,5,2.3,Higher,9659,1592,5,0.0031,No Change,2020-10-22
Paxton,53,5,7.2,No Change,9414,1924,6,0.0031,No Change,2020-10-22
Ashburnham,40,,1.1,Higher,3153,334,1,0.003,Higher,2020-10-22
Carlisle,25,0,0,Lower,2422,334,1,0.003,Lower,2020-10-22
Pittsfield,239,5,0.8,Higher,20611,2147,6,0.0028,No Change,2020-10-22
Chatham,35,,1.2,Higher,2603,365,1,0.0027,Higher,2020-10-22
Brookline,529,20,2.2,Lower,53080,9529,25,0.0026,No Change,2020-10-22
Boylston,27,,1.6,No Change,2462,394,1,0.0025,No Change,2020-10-22
South Hadley,226,5,2,Higher,12374,2088,5,0.0024,No Change,2020-10-22
Wayland,127,,1.6,Higher,8288,1252,3,0.0024,No Change,2020-10-22
Dudley,131,7,4,Lower,16412,3450,8,0.0023,Lower,2020-10-22
Easton,372,13,3.9,Higher,30918,5728,13,0.0023,No Change,2020-10-22
Hopedale,59,,1.3,No Change,3243,428,1,0.0023,No Change,2020-10-22
Greenfield,234,,1.2,Higher,10621,1582,3,0.0019,No Change,2020-10-22
Marion,22,,3.1,Higher,6104,1166,2,0.0017,No Change,2020-10-22
Montague,30,,0.8,No Change,4458,620,1,0.0016,No Change,2020-10-22
Cambridge*,1270,64,4.1,Higher,212234,45084,69,0.0015,No Change,2020-10-22
Hadley,53,,2.5,Higher,7455,1349,2,0.0015,No Change,2020-10-22
North Adams,65,,1.1,Lower,8706,1412,2,0.0014,Lower,2020-10-22
Northampton,330,6,1.5,Higher,26475,4223,6,0.0014,No Change,2020-10-22
Norfolk,46,,0.6,Lower,6262,747,1,0.0013,Lower,2020-10-22
Amherst*,270,27,4.8,Lower,104961,24821,31,0.0012,Lower,2020-10-22
Sunderland,24,,3.8,Lower,7098,1682,2,0.0012,Lower,2020-10-22
Deerfield,20,,2.7,Higher,9104,2256,2,0.0009,No Change,2020-10-22
Wellesley,303,7,1.7,Lower,51182,10056,9,0.0009,No Change,2020-10-22
Sheffield,21,,2.3,Lower,3441,1479,1,0.0007,Lower,2020-10-22
Williamstown,98,,1,No Change,24210,6809,2,0.0003,No Change,2020-10-22
Adams,46,0,0,Lower,3403,500,0,0,Lower,2020-10-22
Ashfield,7,0,0,Lower,735,104,0,0,Lower,2020-10-22
Boxborough,31,0,0,Lower,2480,364,0,0,Lower,2020-10-22
Chester,6,0,0,No Change,432,57,0,0,No Change,2020-10-22
Clarksburg,9,0,0,No Change,528,78,0,0,No Change,2020-10-22
Edgartown,17,0,0,Lower,4330,461,0,0,Lower,2020-10-22
Egremont,7,0,0,No Change,410,57,0,0,No Change,2020-10-22
Erving,6,0,0,No Change,894,136,0,0,No Change,2020-10-22
Essex,29,0,0,Lower,1381,173,0,0,Lower,2020-10-22
Goshen,5,0,0,No Change,257,37,0,0,No Change,2020-10-22
Gosnold,5,0,0,No Change,110,,0,0,No Change,2020-10-22
Great Barrington,84,0,0,Lower,8405,1133,0,0,No Change,2020-10-22
Hamilton,49,0,0,No Change,3486,470,0,0,No Change,2020-10-22
Hardwick,10,0,0,No Change,1127,99,0,0,No Change,2020-10-22
Hawley,0,0,0,No Change,42,2,0,0,No Change,2020-10-22
Heath,0,0,0,No Change,207,30,0,0,No Change,2020-10-22
Hinsdale,5,0,0,No Change,918,102,0,0,No Change,2020-10-22
Leverett,5,0,0,Lower,1629,298,0,0,Lower,2020-10-22
Leyden,0,0,0,No Change,84,14,0,0,No Change,2020-10-22
Middlefield,0,0,0,No Change,88,12,0,0,No Change,2020-10-22
Montgomery,7,0,0,No Change,112,15,0,0,No Change,2020-10-22
Mount Washington,0,0,0,No Change,27,6,0,0,No Change,2020-10-22
New Ashford,0,0,0,No Change,57,9,0,0,No Change,2020-10-22
New Marlborough,9,0,0,No Change,398,45,0,0,No Change,2020-10-22
Oakham,11,0,0,No Change,798,103,0,0,No Change,2020-10-22
Orleans,23,0,0,No Change,2026,259,0,0,No Change,2020-10-22
Petersham,8,0,0,No Change,548,82,0,0,No Change,2020-10-22
Phillipston,19,0,0,No Change,590,67,0,0,No Change,2020-10-22
Princeton,9,0,0,No Change,1968,268,0,0,No Change,2020-10-22
Provincetown,30,0,0,No Change,1872,149,0,0,No Change,2020-10-22
Richmond,7,0,0,No Change,569,72,0,0,No Change,2020-10-22
Rowe,0,0,0,No Change,155,27,0,0,No Change,2020-10-22
Sandisfield,8,0,0,No Change,614,65,0,0,No Change,2020-10-22
Shelburne,10,0,0,No Change,1791,324,0,0,No Change,2020-10-22
Stockbridge,15,0,0,No Change,954,106,0,0,No Change,2020-10-22
Truro,13,0,0,Lower,812,88,0,0,Lower,2020-10-22
Wales,5,0,0,No Change,633,83,0,0,No Change,2020-10-22
Warren,32,0,0,Lower,1848,231,0,0,Lower,2020-10-22
Warwick,0,0,0,No Change,280,26,0,0,No Change,2020-10-22
Wellfleet,8,0,0,No Change,1160,140,0,0,No Change,2020-10-22
Wendell,0,0,0,No Change,470,66,0,0,No Change,2020-10-22
Wenham,32,0,0,No Change,4009,570,0,0,No Change,2020-10-22
West Brookfield,26,0,0,No Change,2440,280,0,0,No Change,2020-10-22
West Stockbridge,8,0,0,No Change,635,78,0,0,No Change,2020-10-22
West Tisbury,16,0,0,No Change,1998,217,0,0,No Change,2020-10-22
Westhampton,10,0,0,No Change,440,58,0,0,No Change,2020-10-22
Whately,9,0,0,Lower,466,73,0,0,Lower,2020-10-22
Williamsburg,17,0,0,No Change,2037,301,0,0,No Change,2020-10-22
Buckland,15,6,23,Higher,144,22,7,0.318181818181818,Higher,2020-10-29
Blandford,9,7,41.2,Higher,415,72,8,0.111111111111111,Higher,2020-10-29
Lawrence,5991,652,52.8,Higher,70453,9465,876,0.0925515055467512,Higher,2020-10-29
Revere,3201,336,39.4,Higher,48648,6710,413,0.0615499254843517,Higher,2020-10-29
Lynn,5444,363,25.7,Higher,69931,7999,456,0.0570071258907364,Higher,2020-10-29
New Bedford,3192,317,22.7,Higher,54933,6583,369,0.0560534710618259,Higher,2020-10-29
Berkley,113,15,15.8,Higher,3324,414,23,0.0555555555555555,Higher,2020-10-29
Fall River,2578,289,23.1,Higher,55864,6523,338,0.0518166487812356,Higher,2020-10-29
Acushnet,184,42,28.7,Higher,5052,987,50,0.0506585612968592,Higher,2020-10-29
Seekonk,183,40,20.4,Higher,5400,852,41,0.0481220657276995,Higher,2020-10-29
Fitchburg,1058,126,21.4,Higher,24740,2990,136,0.0454849498327759,Higher,2020-10-29
Everett,2636,166,24.4,Higher,36643,4695,213,0.0453674121405751,Higher,2020-10-29
Tyngsborough,180,31,18.5,Higher,6189,723,32,0.0442600276625173,Higher,2020-10-29
Saugus,865,97,24.4,Higher,19932,2852,126,0.044179523141655,Higher,2020-10-29
