Place,Cases,CasesLast14Days,AvgDailyPer100K,RelativeChange,TotalTested,TotalTestedLast14Days,TotalPositiveLast14Days,PctPositive,ChangePctPositivity,Date
Stow,29,0,0,Lower,2739,439,0,0,Lower,2020-09-23
Sunderland,10,0,0,No Change,3821,1384,0,0,No Change,2020-09-23
Templeton,127,0,0,No Change,3134,384,0,0,No Change,2020-09-23
Truro,12,0,0,Lower,685,57,0,0,Lower,2020-09-23
Wales,5,0,0,No Change,474,59,0,0,No Change,2020-09-23
Warren,29,0,0,Lower,1347,225,0,0,Lower,2020-09-23
Warwick,0,0,0,No Change,221,35,0,0,No Change,2020-09-23
Wendell,0,0,0,No Change,336,57,0,0,No Change,2020-09-23
West Brookfield,26,0,0,No Change,1955,238,0,0,No Change,2020-09-23
West Newbury,15,0,0,No Change,1475,248,0,0,No Change,2020-09-23
Westhampton,10,0,0,No Change,340,52,0,0,No Change,2020-09-23
Whately,8,0,0,No Change,298,58,0,0,No Change,2020-09-23
Williamsburg,17,0,0,No Change,1496,238,0,0,No Change,2020-09-23
Winchendon,91,0,0,Lower,3466,399,0,0,Lower,2020-09-23
Windsor,0,0,0,No Change,232,32,0,0,No Change,2020-09-23
Lawrence,4776,313,25.4,Higher,51773,6780,401,0.059144543,No Change,2020-09-30
New Bedford,2689,137,9.8,Higher,42317,5226,205,0.039226942,Higher,2020-09-30
Revere,2672,150,17.6,Lower,35219,5031,192,0.038163387,Lower,2020-09-30
Middleton,207,18,12.5,Higher,3700,529,20,0.037807183,Higher,2020-09-30
Lynn,4862,143,10.1,Lower,54079,6068,202,0.033289387,Lower,2020-09-30
Haverhill,1553,129,14,Higher,31031,4466,146,0.032691446,Higher,2020-09-30
Nantucket,104,30,18.9,Lower,5640,961,31,0.032258065,Lower,2020-09-30
Attleboro,852,60,9.3,Higher,15602,2303,73,0.031697785,Higher,2020-09-30
Rochester,49,6,7.6,Higher,1712,262,8,0.030534351,Higher,2020-09-30
Methuen,1334,94,12.5,Higher,24992,3745,112,0.029906542,Higher,2020-09-30
Everett,2281,90,13.2,Higher,27094,4060,121,0.029802956,Higher,2020-09-30
Richmond,7,,10.8,Higher,465,68,2,0.029411765,Higher,2020-09-30
Chelsea,3596,99,18.8,Lower,32105,4690,129,0.02750533,Lower,2020-09-30
Lowell,3463,179,10.9,Higher,59379,7196,195,0.027098388,Higher,2020-09-30
Fall River,2130,97,7.7,Higher,43251,4908,131,0.026691117,Lower,2020-09-30
Marlborough,1220,62,10.2,Higher,20809,2978,77,0.025856279,Lower,2020-09-30
Acushnet,123,11,7.5,Higher,3303,472,12,0.0254,Higher,2020-09-30
Essex,28,,7.7,Higher,1139,159,4,0.025157233,Higher,2020-09-30
Framingham,2255,116,11.1,Lower,34259,5511,137,0.024859372,Lower,2020-09-30
Avon,89,6,9.8,Higher,1897,245,6,0.024489796,Higher,2020-09-30
Halifax,71,8,7.5,Higher,2581,387,9,0.023255814,Higher,2020-09-30
Clinton,314,15,7.6,Higher,6106,783,18,0.022988506,Higher,2020-09-30
Dracut,563,38,8.4,Higher,14510,1891,42,0.022210471,Higher,2020-09-30
Monson,66,,3.4,Lower,2996,510,11,0.021568627,No Change,2020-09-30
Lynnfield,146,14,8.6,Higher,5487,859,18,0.020954598,Higher,2020-09-30
Seekonk,129,10,5.1,Higher,3807,529,11,0.020793951,Lower,2020-09-30
Freetown,126,5,3.9,Higher,2881,393,8,0.020356234,Higher,2020-09-30
Brockton,4809,82,6,Lower,50842,5623,111,0.019740352,Lower,2020-09-30
Rockland,336,12,4.8,Lower,6285,814,16,0.01965602,Lower,2020-09-30
Saugus,721,31,7.8,Lower,14235,2209,43,0.019465822,Lower,2020-09-30
Springfield,3532,183,8.3,Higher,71487,11488,221,0.019237465,Higher,2020-09-30
Uxbridge,100,13,6,Higher,4667,682,13,0.019061584,Higher,2020-09-30
Chester,6,,5.3,No Change,340,54,1,0.018518519,Lower,2020-09-30
Chelmsford,440,29,5.8,Higher,15431,1962,36,0.018348624,Higher,2020-09-30
Lakeville,85,7,4.4,Higher,3723,547,10,0.018281536,Higher,2020-09-30
Woburn,770,41,7.1,Higher,18014,2703,48,0.017758047,No Change,2020-09-30
Marshfield,210,16,4.4,Higher,8630,1187,21,0.01769166,Higher,2020-09-30
Plymouth,740,48,5.5,Higher,22677,2919,51,0.017471737,Higher,2020-09-30
Tyngsborough,136,9,5.4,Lower,4583,690,12,0.017391304,Lower,2020-09-30
Walpole,308,28,7.7,Higher,11248,1784,31,0.017376682,Higher,2020-09-30
Chatham,34,,4.9,Higher,2056,231,4,0.017316017,Higher,2020-09-30
Westford,205,22,6.8,Higher,9284,1445,25,0.017301038,No Change,2020-09-30
Wrentham,248,11,7,Lower,6236,820,14,0.017073171,Lower,2020-09-30
Milford,754,22,5.4,Higher,13154,1492,25,0.016756032,Lower,2020-09-30
Rehoboth,88,6,3.4,No Change,3185,482,8,0.01659751,No Change,2020-09-30
Harwich,157,8,4.5,Higher,4699,484,8,0.016528926,Higher,2020-09-30
Holbrook,230,10,6.3,Higher,4347,605,10,0.016528926,No Change,2020-09-30
Rowley,73,5,5.8,Higher,2656,305,5,0.016393443,Higher,2020-09-30
Holliston,100,18,9.3,Higher,5972,1120,18,0.016071429,No Change,2020-09-30
Sandisfield,8,,7.6,Higher,525,63,1,0.015873016,Higher,2020-09-30
Braintree,909,38,6.9,Higher,17869,2717,43,0.015826279,No Change,2020-09-30
Hull,80,7,5.1,Higher,3364,507,8,0.015779093,Higher,2020-09-30
Abington,285,8,3.2,Lower,6252,824,13,0.015776699,Lower,2020-09-30
Raynham,267,13,6.2,Higher,5834,827,13,0.015719468,Higher,2020-09-30
Berkley,88,,3.2,Lower,2469,331,5,0.01510574,No Change,2020-09-30
Swansea,180,6,2.7,Higher,5618,666,10,0.015015015,Higher,2020-09-30
Provincetown,30,,5.4,Higher,1669,134,2,0.014925373,Higher,2020-09-30
Scituate,232,14,5.5,Higher,6819,1073,16,0.014911463,Lower,2020-09-30
Warren,32,,2.6,Higher,1490,202,3,0.014851485,Higher,2020-09-30
Dartmouth,482,30,5.8,Higher,15322,2733,40,0.014635931,Higher,2020-09-30
North Andover,532,111,26.2,Higher,32155,8335,119,0.014277145,Higher,2020-09-30
Burlington,313,21,5.4,Higher,10218,1616,23,0.014232673,Higher,2020-09-30
Holyoke,1132,34,5.9,Higher,22531,2601,37,0.014225298,Higher,2020-09-30
Canton,369,21,6.5,Higher,12168,1760,25,0.014204545,Higher,2020-09-30
Weymouth,884,34,4.3,No Change,21635,2964,42,0.01417004,Lower,2020-09-30
Taunton,1138,36,4.5,Higher,25579,3149,44,0.01397269,Higher,2020-09-30
Plympton,14,,4.8,Higher,900,144,2,0.013888889,Higher,2020-09-30
Pembroke,124,11,4.2,Higher,5770,866,12,0.013856813,Higher,2020-09-30
Salem,843,33,5.2,Higher,24618,3742,51,0.013629075,Higher,2020-09-30
Merrimac,45,,2.2,Higher,2425,367,5,0.013623978,Higher,2020-09-30
Fairhaven,274,11,4.9,Higher,7067,963,13,0.013499481,No Change,2020-09-30
Auburn,264,13,5.6,Higher,7208,1186,16,0.013490725,No Change,2020-09-30
Webster,302,16,6.6,Higher,8558,1197,16,0.01336675,Higher,2020-09-30
Salisbury,72,,3.2,Higher,2933,375,5,0.013333333,Higher,2020-09-30
Stoughton,672,16,4.1,Higher,12207,1651,22,0.013325257,No Change,2020-09-30
Westborough,398,17,6.4,No Change,8709,1509,20,0.01325381,Lower,2020-09-30
Duxbury,152,12,5.7,Lower,6471,908,12,0.013215859,Lower,2020-09-30
Wenham,32,5,6.9,Higher,3243,382,5,0.013089005,Higher,2020-09-30
East Longmeadow,315,12,5.1,Lower,7474,1154,15,0.012998267,Lower,2020-09-30
Chicopee,645,35,4.4,Higher,21627,3275,42,0.012824427,Higher,2020-09-30
Somerset,245,9,3.5,Higher,7395,781,10,0.012804097,Higher,2020-09-30
Westport,136,8,3.4,Higher,5721,713,9,0.012622721,Higher,2020-09-30
Billerica,669,28,4.6,Higher,16544,2385,30,0.012578616,No Change,2020-09-30
Athol,90,5,3,Higher,4950,567,7,0.012345679,Higher,2020-09-30
North Attleborough,338,12,2.8,Lower,9302,1379,17,0.012327774,Lower,2020-09-30
Rutland,66,5,4,No Change,3640,655,8,0.01221374,Higher,2020-09-30
Palmer,81,,2.4,Lower,4228,663,8,0.012066365,Lower,2020-09-30
Spencer,97,8,5,Lower,4648,746,9,0.012064343,Lower,2020-09-30
Norwood,680,22,5.2,Lower,14617,2246,27,0.012021371,Lower,2020-09-30
Northborough,251,11,5.7,No Change,6518,1009,12,0.011892963,No Change,2020-09-30
Southbridge,215,11,4.7,Higher,6766,931,11,0.011815252,Higher,2020-09-30
Malden,1533,56,5.9,Higher,32740,5486,63,0.011483777,No Change,2020-09-30
Stoneham,450,17,5.4,Higher,11366,1718,19,0.011059371,No Change,2020-09-30
Winthrop,415,21,8,Lower,13220,2449,27,0.011024908,Lower,2020-09-30
West Newbury,17,,3.5,Higher,1648,275,3,0.010909091,Higher,2020-09-30
Hanover,97,6,3,Lower,4717,834,9,0.010791367,Lower,2020-09-30
Bridgewater,416,24,6,Higher,14840,2689,29,0.010784678,Higher,2020-09-30
Hingham,338,14,4.2,Lower,10127,1788,19,0.010626398,Lower,2020-09-30
Bellingham,168,8,3.2,Higher,5574,755,8,0.010596026,Higher,2020-09-30
Medway,142,9,4.9,Higher,5088,851,9,0.010575793,Higher,2020-09-30
Sandwich,119,9,3.1,Higher,6444,946,10,0.010570825,Higher,2020-09-30
West Tisbury,16,,5,Higher,1694,190,2,0.010526316,Higher,2020-09-30
Peabody,1198,30,3.8,Higher,25208,3141,33,0.010506208,Higher,2020-09-30
Mashpee,86,6,2.8,Higher,5779,667,7,0.010494753,Higher,2020-09-30
Franklin,195,15,3.2,No Change,11315,1718,18,0.010477299,No Change,2020-09-30
Agawam,559,14,3.5,No Change,13944,1722,18,0.010452962,Higher,2020-09-30
West Stockbridge,8,,6,Lower,523,96,1,0.010416667,Lower,2020-09-30
Oxford,101,6,3.1,Higher,4752,691,7,0.010130246,Higher,2020-09-30
Wilmington,382,10,2.9,No Change,8981,1383,14,0.010122921,No Change,2020-09-30
West Springfield,463,14,3.4,Lower,10871,1583,16,0.010107391,Lower,2020-09-30
Bedford,277,12,5.8,Higher,10897,1188,12,0.01010101,Higher,2020-09-30
Hudson,244,10,3.4,No Change,7752,1089,11,0.01010101,No Change,2020-09-30
Westwood,172,12,5.8,Higher,7229,1189,12,0.010092515,Higher,2020-09-30
Plainville,92,,3.1,Lower,3203,498,5,0.010040161,Lower,2020-09-30
Boxford,57,,2.8,No Change,3171,505,5,0.00990099,No Change,2020-09-30
Quincy,1478,62,4.4,Higher,43291,6831,67,0.009808227,Lower,2020-09-30
Orleans,22,,2.5,Higher,1671,204,2,0.009803922,Higher,2020-09-30
Tewksbury,661,19,4.4,Higher,15871,2275,22,0.00967033,Higher,2020-09-30
Ashland,308,9,3.3,Lower,8049,1247,12,0.009623095,Lower,2020-09-30
Leominster,783,16,2.8,Higher,18663,2200,21,0.009545455,No Change,2020-09-30
Ashfield,6,0,0,No Change,572,106,1,0.009433962,Higher,2020-09-30
Georgetown,78,,1.6,No Change,3113,434,4,0.00921659,No Change,2020-09-30
Wareham,248,8,2.4,Higher,7083,868,8,0.00921659,No Change,2020-09-30
Westfield,544,16,2.7,Higher,14894,2192,20,0.009124088,No Change,2020-09-30
Ludlow,168,9,3.1,Lower,8143,1330,12,0.009022556,No Change,2020-09-30
Barnstable,471,13,2.1,Higher,15182,1774,16,0.009019166,Higher,2020-09-30
Maynard,94,6,4.1,Higher,4526,670,6,0.008955224,Higher,2020-09-30
Littleton,118,6,4.4,Higher,4303,673,6,0.008915305,Higher,2020-09-30
State,129753,5569,5.7,Higher,4050617,782320,6788,0.008678,No Change,2020-09-30
Southwick,68,,2.9,Higher,3299,462,4,0.008658009,No Change,2020-09-30
North Reading,229,10,4.3,Higher,6728,1158,10,0.008635579,Higher,2020-09-30
Bourne,187,11,3.8,Higher,8188,1405,12,0.008540925,Higher,2020-09-30
Dennis,111,,1.6,Lower,4167,469,4,0.008528785,No Change,2020-09-30
Weston,138,9,5.8,Higher,6726,1188,10,0.008417508,No Change,2020-09-30
Andover,390,26,5.2,Higher,18091,3337,28,0.00839077,Higher,2020-09-30
Brewster,120,,2.2,Higher,3685,363,3,0.008264463,Higher,2020-09-30
Randolph,1055,15,3.1,Higher,17235,2179,18,0.00826067,Higher,2020-09-30
Kingston,157,,2.1,Higher,5563,850,7,0.008235294,No Change,2020-09-30
Millville,27,0,0,No Change,929,122,1,0.008196721,No Change,2020-09-30
Mendon,41,,2.5,Higher,2144,369,3,0.008130081,Higher,2020-09-30
Holden,162,11,4.2,No Change,9180,1511,12,0.00794176,No Change,2020-09-30
Yarmouth,141,7,2.1,Higher,7889,889,7,0.007874016,Higher,2020-09-30
Worcester,6398,224,8.3,Lower,170086,36092,284,0.00786878,No Change,2020-09-30
Reading,345,14,3.6,Higher,11447,1801,14,0.007773459,Higher,2020-09-30
Hanson,131,,1.3,Lower,3638,519,4,0.007707129,Lower,2020-09-30
Middleborough,323,6,1.6,Lower,9067,1057,8,0.00756859,Lower,2020-09-30
Millbury,239,5,2.6,Higher,5393,801,6,0.007490637,No Change,2020-09-30
Shrewsbury,408,22,4,Higher,16906,3071,23,0.007489417,Higher,2020-09-30
Falmouth,272,11,2.5,No Change,14559,2004,15,0.00748503,No Change,2020-09-30
Southborough,53,7,5.1,Higher,4986,1339,10,0.00746826,Higher,2020-09-30
Melrose,332,18,4.4,Lower,16232,2680,20,0.007462687,Lower,2020-09-30
East Bridgewater,210,,1.9,Lower,4872,678,5,0.007374631,Lower,2020-09-30
Manchester,23,,1.4,Lower,1747,272,2,0.007352941,No Change,2020-09-30
Wayland,123,6,3.2,Higher,6422,1105,8,0.007239819,Higher,2020-09-30
Barre,68,,2.6,Higher,1969,282,2,0.007092199,Higher,2020-09-30
Lancaster,116,,2.5,No Change,3155,423,3,0.007092199,No Change,2020-09-30
Lincoln,51,,2.5,Higher,3090,428,3,0.007009346,Higher,2020-09-30
Upton,35,,2.4,Lower,2510,429,3,0.006993007,Lower,2020-09-30
Gloucester,300,8,2,Higher,9600,1152,8,0.006944444,Higher,2020-09-30
Natick,486,15,3,Lower,16244,2967,20,0.006740816,Lower,2020-09-30
Dalton,22,,2.2,No Change,2165,300,2,0.006666667,Lower,2020-09-30
Townsend,43,,1.6,Higher,3167,458,3,0.006550218,Higher,2020-09-30
Charlton,117,6,3,Higher,6382,922,6,0.006507592,Higher,2020-09-30
Carver,80,,1.8,Lower,3681,466,3,0.006437768,Lower,2020-09-30
Marblehead,274,7,2.6,Higher,9035,1262,8,0.006339144,No Change,2020-09-30
Dedham,516,21,5.5,Lower,15411,4604,29,0.006298871,Lower,2020-09-30
Carlisle,23,,3,Higher,1926,318,2,0.006289308,Higher,2020-09-30
Wilbraham,266,12,5.9,Higher,9711,2385,15,0.006289308,Higher,2020-09-30
Sherborn,25,,3.7,No Change,1766,320,2,0.00625,Lower,2020-09-30
Northbridge,350,5,2,Lower,6644,962,6,0.006237006,Lower,2020-09-30
Swampscott,168,,2.1,No Change,6816,973,6,0.006166495,Higher,2020-09-30
Millis,60,,1.8,Lower,2989,488,3,0.006147541,Lower,2020-09-30
Needham,398,20,4.9,Higher,16409,3272,20,0.006112469,Higher,2020-09-30
Newburyport,141,8,3.2,No Change,8777,1317,8,0.006074412,Lower,2020-09-30
Eastham,16,,1.5,Higher,1363,170,1,0.005882353,Higher,2020-09-30
Dighton,75,,1.8,Higher,2552,343,2,0.005830904,Higher,2020-09-30
Foxborough,171,10,3.9,Higher,13593,2282,13,0.005696757,No Change,2020-09-30
Lunenburg,78,,2.1,No Change,3935,533,3,0.005628518,No Change,2020-09-30
Pepperell,68,,1.7,Lower,3605,533,3,0.005628518,Lower,2020-09-30
Boston,17798,825,8.5,Higher,672668,179475,999,0.005566235,No Change,2020-09-30
Newbury,22,,2.1,No Change,2469,363,2,0.005509642,No Change,2020-09-30
Norwell,144,,2.7,Lower,4265,728,4,0.005494505,Lower,2020-09-30
Ipswich,89,,1.1,Lower,5326,729,4,0.005486968,No Change,2020-09-30
Shirley,186,,1.7,Lower,4548,366,2,0.005464481,Lower,2020-09-30
Acton,199,5,1.5,Higher,9645,1466,8,0.005457026,Higher,2020-09-30
Whitman,223,,0.9,Lower,5254,735,4,0.005442177,Lower,2020-09-30
Hamilton,49,,1.9,Higher,2795,371,2,0.005390836,Higher,2020-09-30
Longmeadow,257,,1.8,No Change,7424,1123,6,0.005342832,No Change,2020-09-30
Mansfield,215,7,2.1,Lower,8904,1499,8,0.005336891,No Change,2020-09-30
Arlington,372,20,3.1,Higher,21780,4137,22,0.005317863,Higher,2020-09-30
Groveland,48,,2.1,Higher,2405,377,2,0.00530504,Higher,2020-09-30
Berlin,23,,2.2,No Change,1292,189,1,0.005291005,No Change,2020-09-30
Fitchburg,884,9,1.5,No Change,19082,2470,13,0.005263158,Lower,2020-09-30
Blackstone,75,,1.6,Higher,2858,385,2,0.005194805,Higher,2020-09-30
Edgartown,15,,3.5,No Change,3695,397,2,0.005037783,No Change,2020-09-30
North Brookfield,25,,1.5,No Change,1577,199,1,0.005025126,No Change,2020-09-30
Watertown,454,14,3,Lower,17702,3329,16,0.004806248,Lower,2020-09-30
Ayer,152,,2.7,Higher,6146,628,3,0.00477707,Higher,2020-09-30
Danvers,798,6,1.5,Lower,14817,1711,8,0.004675628,Lower,2020-09-30
West Bridgewater,159,,2,Lower,3528,430,2,0.004651163,Lower,2020-09-30
Grafton,119,7,2.5,Higher,8058,1559,7,0.004490058,Higher,2020-09-30
Milton,381,17,4.2,Higher,20719,4621,20,0.004328068,Higher,2020-09-30
Stow,31,,2,Higher,2998,469,2,0.004264392,Higher,2020-09-30
Adams,46,,1.7,Lower,2683,473,2,0.00422833,Lower,2020-09-30
Nahant,48,,2.2,Higher,1601,239,1,0.0041841,Higher,2020-09-30
Wakefield,362,6,1.6,Lower,12912,1933,8,0.004138645,Lower,2020-09-30
Douglas,56,,1.5,No Change,2840,501,2,0.003992016,No Change,2020-09-30
Dover,24,,2.7,Higher,2515,513,2,0.003898635,Higher,2020-09-30
Easton,350,17,5.1,Higher,22399,5461,21,0.00384545,Higher,2020-09-30
Sturbridge,55,,0.7,Lower,3329,522,2,0.003831418,No Change,2020-09-30
Princeton,9,,2.2,Higher,1549,269,1,0.003717472,Higher,2020-09-30
Groton,51,5,3.1,Higher,5689,1349,5,0.003706449,Higher,2020-09-30
Medford,1242,41,4.8,Higher,50620,13201,48,0.003636088,No Change,2020-09-30
Lenox,20,,1.5,Higher,2437,282,1,0.003546099,Higher,2020-09-30
Amesbury,203,,1.3,Higher,6380,855,3,0.003508772,No Change,2020-09-30
Leicester,178,,1.9,Lower,5263,869,3,0.003452244,Lower,2020-09-30
Hopkinton,145,,1.8,Higher,7240,1180,4,0.003389831,Higher,2020-09-30
Sutton,74,,0.8,Lower,3476,592,2,0.003378378,No Change,2020-09-30
Rockport,87,0,0,Lower,2317,321,1,0.003115265,Lower,2020-09-30
Sharon,186,,1.2,Lower,7931,1291,4,0.003098373,Lower,2020-09-30
South Hadley,218,5,2,Higher,9282,1977,6,0.003034901,Higher,2020-09-30
Sudbury,222,,1.6,No Change,8176,1331,4,0.003005259,No Change,2020-09-30
Hopedale,58,,1.3,Lower,2638,334,1,0.002994012,Lower,2020-09-30
Lexington,358,6,1.3,No Change,13153,2354,7,0.002973662,No Change,2020-09-30
Norton,189,14,5,Higher,19167,5406,16,0.002959674,Higher,2020-09-30
Belchertown,137,,1.8,Higher,6987,1357,4,0.002947679,Higher,2020-09-30
Medfield,48,,1.3,Lower,5215,1025,3,0.002926829,Lower,2020-09-30
Waltham,1413,42,4.5,Higher,57225,15718,46,0.002926581,No Change,2020-09-30
Brookline,496,27,3,Higher,39057,9681,28,0.002892263,Higher,2020-09-30
Belmont,267,5,1.3,Lower,13169,2794,8,0.002863278,Lower,2020-09-30
Sunderland,16,,7.5,Higher,4609,1447,4,0.00276434,Higher,2020-09-30
Templeton,128,,0.8,Higher,3323,372,1,0.002688172,Higher,2020-09-30
Orange,50,,0.9,No Change,3091,381,1,0.002624672,No Change,2020-09-30
North Adams,62,,2.2,No Change,6702,1930,5,0.002590674,No Change,2020-09-30
Somerville,1270,41,3.8,Lower,82540,22532,58,0.002574117,No Change,2020-09-30
Westminster,41,,1,No Change,2848,394,1,0.002538071,No Change,2020-09-30
Winchester,139,5,1.6,Higher,11700,2013,5,0.002483855,No Change,2020-09-30
Greenfield,230,,1.2,Lower,8329,1253,3,0.002394254,No Change,2020-09-30
Pittsfield,232,5,0.8,No Change,17429,2635,6,0.00227704,No Change,2020-09-30
Dudley,116,7,4,Higher,11242,3132,7,0.002234994,Higher,2020-09-30
Cohasset,36,,1,Higher,2621,448,1,0.002232143,Higher,2020-09-30
Granby,47,,1.2,No Change,2525,461,1,0.002169197,No Change,2020-09-30
Paxton,46,,4.3,No Change,6576,1928,4,0.002074689,No Change,2020-09-30
Newton,982,33,2.6,Lower,75176,19485,40,0.002052861,Lower,2020-09-30
Unknown,294,22,,Higher,97940,11137,22,0.001975397,No Change,2020-09-30
Gardner,213,0,0,Lower,10943,1021,2,0.001958864,Lower,2020-09-30
Marion,20,,3.1,No Change,4693,1034,2,0.001934236,No Change,2020-09-30
Easthampton,130,,1.3,Lower,11302,2736,5,0.001827485,No Change,2020-09-30
Ware,46,0,0,Lower,3691,581,1,0.00172117,No Change,2020-09-30
Concord,195,,1.1,Higher,11009,1749,3,0.001715266,No Change,2020-09-30
Sterling,132,,0.9,Lower,4261,684,1,0.001461988,Lower,2020-09-30
Beverly,696,9,1.6,Lower,30073,7729,11,0.001423211,No Change,2020-09-30
Amherst,181,24,4.2,Higher,67704,21862,27,0.00123502,No Change,2020-09-30
Cambridge,1183,39,2.5,No Change,141487,41407,50,0.001207525,No Change,2020-09-30
Williamstown,96,5,4.8,Lower,14698,4344,5,0.001151013,No Change,2020-09-30
Wellesley,286,9,2.2,No Change,32734,9691,9,0.000928697,No Change,2020-09-30
Great Barrington,83,0,0,Lower,6720,1213,1,0.000824402,Lower,2020-09-30
Northampton,322,0,0,No Change,20163,4165,2,0.000480192,No Change,2020-09-30
Deerfield,18,,1.3,Higher,5642,2230,1,0.00044843,No Change,2020-09-30
Ashburnham,38,0,0,No Change,2575,395,0,0,No Change,2020-09-30
Ashby,18,0,0,No Change,972,142,0,0,Lower,2020-09-30
Becket,16,0,0,No Change,550,96,0,0,No Change,2020-09-30
Bernardston,8,0,0,No Change,876,157,0,0,No Change,2020-09-30
Bolton,13,0,0,Lower,2232,372,0,0,Lower,2020-09-30
Boxborough,28,0,0,No Change,1956,288,0,0,No Change,2020-09-30
Boylston,26,0,0,Lower,1908,333,0,0,Lower,2020-09-30
Brimfield,14,0,0,Lower,1207,177,0,0,Lower,2020-09-30
Brookfield,26,0,0,No Change,1316,148,0,0,No Change,2020-09-30
Buckland,8,0,0,No Change,104,12,0,0,No Change,2020-09-30
Chesterfield,5,0,0,No Change,355,56,0,0,No Change,2020-09-30
Clarksburg,9,0,0,No Change,416,71,0,0,No Change,2020-09-30
Dunstable,10,0,0,No Change,1013,156,0,0,No Change,2020-09-30
East Brookfield,13,0,0,No Change,723,104,0,0,No Change,2020-09-30
Egremont,7,0,0,No Change,331,47,0,0,No Change,2020-09-30
Erving,6,0,0,No Change,689,123,0,0,No Change,2020-09-30
Goshen,5,0,0,No Change,195,36,0,0,No Change,2020-09-30
Gosnold,5,0,0,No Change,110,1,0,0,No Change,2020-09-30
Granville,12,0,0,No Change,526,68,0,0,No Change,2020-09-30
Hadley,50,0,0,No Change,5494,1146,0,0,No Change,2020-09-30
Hampden,105,0,0,Lower,2128,340,0,0,Lower,2020-09-30
Hardwick,10,0,0,No Change,791,139,0,0,No Change,2020-09-30
Harvard,20,0,0,Lower,2254,375,0,0,Lower,2020-09-30
Hatfield,21,0,0,No Change,1430,250,0,0,No Change,2020-09-30
Hawley,0,0,0,No Change,39,2,0,0,No Change,2020-09-30
Heath,0,0,0,No Change,154,35,0,0,No Change,2020-09-30
Hinsdale,5,0,0,No Change,769,119,0,0,No Change,2020-09-30
Holland,12,0,0,No Change,819,119,0,0,No Change,2020-09-30
Hubbardston,8,0,0,No Change,1512,217,0,0,No Change,2020-09-30
Huntington,19,0,0,Lower,809,120,0,0,Lower,2020-09-30
Lanesborough,8,0,0,No Change,972,164,0,0,No Change,2020-09-30
Lee,22,0,0,No Change,2017,270,0,0,No Change,2020-09-30
Leyden,0,0,0,No Change,61,14,0,0,No Change,2020-09-30
Mattapoisett,46,0,0,No Change,2100,271,0,0,No Change,2020-09-30
Middlefield,0,0,0,No Change,66,15,0,0,No Change,2020-09-30
Montague,29,0,0,No Change,3465,646,0,0,No Change,2020-09-30
Montgomery,7,0,0,No Change,93,12,0,0,No Change,2020-09-30
Mount Washington,0,0,0,No Change,20,10,0,0,No Change,2020-09-30
New Ashford,0,0,0,No Change,49,3,0,0,No Change,2020-09-30
New Marlborough,9,0,0,No Change,331,47,0,0,No Change,2020-09-30
Norfolk,44,0,0,Lower,5181,528,0,0,Lower,2020-09-30
Oak Bluffs,10,0,0,No Change,2402,244,0,0,No Change,2020-09-30
Oakham,11,0,0,No Change,659,100,0,0,No Change,2020-09-30
Petersham,8,0,0,No Change,428,69,0,0,No Change,2020-09-30
Phillipston,19,0,0,No Change,496,67,0,0,No Change,2020-09-30
Rowe,0,0,0,No Change,119,16,0,0,No Change,2020-09-30
Russell,22,0,0,No Change,529,73,0,0,No Change,2020-09-30
Sheffield,17,0,0,Lower,1321,293,0,0,Lower,2020-09-30
Shelburne,9,0,0,No Change,1339,222,0,0,No Change,2020-09-30
Southampton,35,0,0,No Change,2261,395,0,0,No Change,2020-09-30
Stockbridge,15,0,0,No Change,800,88,0,0,No Change,2020-09-30
Tisbury,15,0,0,Lower,4553,520,0,0,Lower,2020-09-30
Topsfield,123,0,0,Lower,3308,519,0,0,Lower,2020-09-30
Truro,12,0,0,No Change,707,60,0,0,No Change,2020-09-30
Wales,5,0,0,No Change,512,62,0,0,No Change,2020-09-30
Warwick,0,0,0,No Change,237,32,0,0,No Change,2020-09-30
Wellfleet,8,0,0,Lower,969,92,0,0,Lower,2020-09-30
Wendell,0,0,0,No Change,372,69,0,0,No Change,2020-09-30
